window_id,night_id,night_date,tile_id,window_start_utc,window_end_utc,window_seconds,best_time_utc,best_airmass,mean_airmass,mean_lunar_quality_factor,minimum_lunar_quality_factor,region_id,scheduling_class,nominal_exptime_seconds,available_until_utc
2026-10-05_T00013_W01,N20261005,2026-10-05,T00013,2026-10-06T06:30:00Z,2026-10-06T12:30:00Z,21600,2026-10-06T10:22:30Z,1.111252,1.276444,0.997888,0.992795,R01,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-05_T00014_W01,N20261005,2026-10-05,T00014,2026-10-06T06:00:00Z,2026-10-06T12:30:00Z,23400,2026-10-06T10:07:30Z,1.085195,1.272792,0.998177,0.993266,R01,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-05_T00015_W01,N20261005,2026-10-05,T00015,2026-10-06T06:45:00Z,2026-10-06T12:30:00Z,20700,2026-10-06T11:22:30Z,1.006203,1.218618,0.99621,0.987621,R01,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-05_T00016_W01,N20261005,2026-10-05,T00016,2026-10-06T06:00:00Z,2026-10-06T12:30:00Z,23400,2026-10-06T11:22:30Z,1.074977,1.298361,0.996559,0.987268,R01,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-05_T00018_W01,N20261005,2026-10-05,T00018,2026-10-06T10:15:00Z,2026-10-06T12:30:00Z,8100,2026-10-06T12:22:30Z,1.265727,1.508575,0.979765,0.971395,R02,REQUIRED,1200,2026-10-12T12:30:00Z
2026-10-05_T00019_W01,N20261005,2026-10-05,T00019,2026-10-06T10:00:00Z,2026-10-06T12:30:00Z,9000,2026-10-06T12:22:30Z,1.166156,1.440858,0.976104,0.964238,R02,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-05_T00020_W01,N20261005,2026-10-05,T00020,2026-10-06T08:00:00Z,2026-10-06T12:30:00Z,16200,2026-10-06T12:22:30Z,1.018363,1.323972,0.991188,0.977462,R02,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-05_T00021_W01,N20261005,2026-10-05,T00021,2026-10-06T08:30:00Z,2026-10-06T12:30:00Z,14400,2026-10-06T12:22:30Z,1.031058,1.304883,0.989269,0.975596,R02,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-05_T00022_W01,N20261005,2026-10-05,T00022,2026-10-06T09:15:00Z,2026-10-06T12:30:00Z,11700,2026-10-06T12:22:30Z,1.073024,1.384445,0.982272,0.96727,R02,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-05_T00023_W01,N20261005,2026-10-05,T00023,2026-10-06T08:45:00Z,2026-10-06T12:30:00Z,13500,2026-10-06T12:22:30Z,1.066676,1.306597,0.990245,0.979199,R02,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-05_T00024_W01,N20261005,2026-10-05,T00024,2026-10-06T09:30:00Z,2026-10-06T12:30:00Z,10800,2026-10-06T12:22:30Z,1.187345,1.498034,0.983056,0.970881,R02,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-05_T00026_W01,N20261005,2026-10-05,T00026,2026-10-06T11:30:00Z,2026-10-06T12:30:00Z,3600,2026-10-06T12:22:30Z,1.538148,1.726184,0.932988,0.925569,R03,REQUIRED,1200,2026-10-12T12:30:00Z
2026-10-05_T00029_W01,N20261005,2026-10-05,T00029,2026-10-06T11:45:00Z,2026-10-06T12:30:00Z,2700,2026-10-06T12:22:30Z,1.667181,1.812859,0.937352,0.932704,R03,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-05_T00030_W01,N20261005,2026-10-05,T00030,2026-10-06T12:15:00Z,2026-10-06T12:30:00Z,900,2026-10-06T12:22:30Z,1.93926,1.93926,0.978695,0.978695,R03,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-05_T00032_W01,N20261005,2026-10-05,T00032,2026-10-06T11:30:00Z,2026-10-06T12:30:00Z,3600,2026-10-06T12:22:30Z,1.584013,1.774038,0.956336,0.951257,R03,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-05_T00041_W01,N20261005,2026-10-05,T00041,2026-10-06T02:00:00Z,2026-10-06T02:45:00Z,2700,2026-10-06T02:07:30Z,1.656274,1.788376,1.0,1.0,R05,REQUIRED,450,2026-10-11T12:30:00Z
2026-10-05_T00042_W01,N20261005,2026-10-05,T00042,2026-10-06T02:00:00Z,2026-10-06T03:45:00Z,6300,2026-10-06T02:07:30Z,1.330589,1.610847,1.0,1.0,R05,REQUIRED,900,2026-10-12T12:30:00Z
2026-10-05_T00043_W01,N20261005,2026-10-05,T00043,2026-10-06T02:00:00Z,2026-10-06T05:00:00Z,10800,2026-10-06T02:07:30Z,1.115587,1.413007,1.0,1.0,R05,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-05_T00044_W01,N20261005,2026-10-05,T00044,2026-10-06T02:00:00Z,2026-10-06T04:30:00Z,9000,2026-10-06T02:07:30Z,1.150405,1.442082,1.0,1.0,R05,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-05_T00045_W01,N20261005,2026-10-05,T00045,2026-10-06T02:00:00Z,2026-10-06T04:15:00Z,8100,2026-10-06T02:07:30Z,1.295042,1.556759,1.0,1.0,R05,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-05_T00046_W01,N20261005,2026-10-05,T00046,2026-10-06T02:00:00Z,2026-10-06T02:30:00Z,1800,2026-10-06T02:07:30Z,1.748353,1.824138,1.0,1.0,R05,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-05_T00047_W01,N20261005,2026-10-05,T00047,2026-10-06T02:00:00Z,2026-10-06T03:45:00Z,6300,2026-10-06T02:07:30Z,1.342522,1.613639,1.0,1.0,R05,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-05_T00048_W01,N20261005,2026-10-05,T00048,2026-10-06T02:00:00Z,2026-10-06T04:30:00Z,9000,2026-10-06T02:07:30Z,1.299181,1.584608,1.0,1.0,R05,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-05_T00049_W01,N20261005,2026-10-05,T00049,2026-10-06T02:00:00Z,2026-10-06T06:45:00Z,17100,2026-10-06T02:22:30Z,1.040659,1.287975,1.0,1.0,R06,REQUIRED,900,2026-10-11T12:30:00Z
2026-10-05_T00050_W01,N20261005,2026-10-05,T00050,2026-10-06T02:00:00Z,2026-10-06T04:45:00Z,9900,2026-10-06T02:07:30Z,1.25075,1.505257,1.0,1.0,R06,REQUIRED,600,2026-10-12T12:30:00Z
2026-10-05_T00051_W01,N20261005,2026-10-05,T00051,2026-10-06T02:00:00Z,2026-10-06T07:00:00Z,18000,2026-10-06T02:07:30Z,1.027794,1.274971,1.0,1.0,R06,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-05_T00052_W01,N20261005,2026-10-05,T00052,2026-10-06T02:00:00Z,2026-10-06T04:45:00Z,9900,2026-10-06T02:07:30Z,1.161882,1.444104,1.0,1.0,R06,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-05_T00053_W01,N20261005,2026-10-05,T00053,2026-10-06T02:00:00Z,2026-10-06T06:00:00Z,14400,2026-10-06T02:07:30Z,1.03175,1.322449,1.0,1.0,R06,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-05_T00054_W01,N20261005,2026-10-05,T00054,2026-10-06T02:00:00Z,2026-10-06T06:30:00Z,16200,2026-10-06T02:07:30Z,1.017554,1.285346,1.0,1.0,R06,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-05_T00055_W01,N20261005,2026-10-05,T00055,2026-10-06T02:00:00Z,2026-10-06T07:00:00Z,18000,2026-10-06T03:07:30Z,1.131701,1.332606,1.0,1.0,R06,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-05_T00056_W01,N20261005,2026-10-05,T00056,2026-10-06T02:00:00Z,2026-10-06T06:30:00Z,16200,2026-10-06T02:22:30Z,1.062267,1.281981,1.0,1.0,R06,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-05_T00057_W01,N20261005,2026-10-05,T00057,2026-10-06T02:00:00Z,2026-10-06T09:15:00Z,26100,2026-10-06T05:07:30Z,1.063827,1.257451,1.0,1.0,R07,REQUIRED,1350,2026-10-11T12:30:00Z
2026-10-05_T00058_W01,N20261005,2026-10-05,T00058,2026-10-06T02:00:00Z,2026-10-06T09:45:00Z,27900,2026-10-06T05:37:30Z,1.037152,1.237533,0.999994,0.999834,R07,REQUIRED,1200,2026-10-12T12:30:00Z
2026-10-05_T00059_W01,N20261005,2026-10-05,T00059,2026-10-06T02:00:00Z,2026-10-06T09:15:00Z,26100,2026-10-06T05:07:30Z,1.061333,1.256556,1.0,1.0,R07,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-05_T00060_W01,N20261005,2026-10-05,T00060,2026-10-06T02:00:00Z,2026-10-06T08:15:00Z,22500,2026-10-06T04:52:30Z,1.218979,1.398459,1.0,1.0,R07,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-05_T00061_W01,N20261005,2026-10-05,T00061,2026-10-06T02:00:00Z,2026-10-06T09:00:00Z,25200,2026-10-06T04:37:30Z,1.027174,1.225207,1.0,1.0,R07,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-05_T00062_W01,N20261005,2026-10-05,T00062,2026-10-06T02:00:00Z,2026-10-06T10:30:00Z,30600,2026-10-06T06:07:30Z,1.036361,1.28102,0.999947,0.99933,R07,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-05_T00063_W01,N20261005,2026-10-05,T00063,2026-10-06T02:00:00Z,2026-10-06T08:15:00Z,22500,2026-10-06T03:52:30Z,1.04805,1.238844,1.0,1.0,R07,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-05_T00064_W01,N20261005,2026-10-05,T00064,2026-10-06T02:00:00Z,2026-10-06T09:45:00Z,27900,2026-10-06T05:37:30Z,1.076781,1.296586,0.999994,0.999848,R07,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-06_T00001_W01,N20261006,2026-10-06,T00001,2026-10-07T03:15:00Z,2026-10-07T12:30:00Z,33300,2026-10-07T08:07:30Z,1.005867,1.223424,0.999855,0.99882,R00,REQUIRED,600,2026-10-12T12:30:00Z
2026-10-06_T00002_W01,N20261006,2026-10-06,T00002,2026-10-07T02:30:00Z,2026-10-07T12:30:00Z,36000,2026-10-07T07:37:30Z,1.031787,1.267538,0.999859,0.998753,R00,REQUIRED,900,2026-10-12T12:30:00Z
2026-10-06_T00003_W01,N20261006,2026-10-06,T00003,2026-10-07T02:45:00Z,2026-10-07T11:30:00Z,31500,2026-10-07T07:07:30Z,1.020777,1.268329,0.999977,0.999664,R00,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-06_T00004_W01,N20261006,2026-10-06,T00004,2026-10-07T02:45:00Z,2026-10-07T11:00:00Z,29700,2026-10-07T06:52:30Z,1.065595,1.315282,0.999995,0.999875,R00,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-06_T00005_W01,N20261006,2026-10-06,T00005,2026-10-07T03:45:00Z,2026-10-07T12:30:00Z,31500,2026-10-07T08:52:30Z,1.032541,1.22482,0.999784,0.998339,R00,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-06_T00006_W01,N20261006,2026-10-06,T00006,2026-10-07T03:00:00Z,2026-10-07T10:45:00Z,27900,2026-10-07T06:52:30Z,1.114921,1.355678,0.999998,0.99995,R00,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-06_T00007_W01,N20261006,2026-10-06,T00007,2026-10-07T04:30:00Z,2026-10-07T12:30:00Z,28800,2026-10-07T08:52:30Z,1.036171,1.251005,0.99984,0.998873,R00,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-06_T00008_W01,N20261006,2026-10-06,T00008,2026-10-07T04:00:00Z,2026-10-07T12:00:00Z,28800,2026-10-07T08:07:30Z,1.09809,1.349387,0.999937,0.999416,R00,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-06_T00009_W01,N20261006,2026-10-06,T00009,2026-10-07T07:30:00Z,2026-10-07T12:30:00Z,18000,2026-10-07T11:37:30Z,1.043284,1.255396,0.999171,0.996351,R01,REQUIRED,600,2026-10-12T12:30:00Z
2026-10-06_T00010_W01,N20261006,2026-10-06,T00010,2026-10-07T06:15:00Z,2026-10-07T12:30:00Z,22500,2026-10-07T10:52:30Z,1.000361,1.197175,0.99948,0.997142,R01,REQUIRED,450,2026-10-12T12:30:00Z
2026-10-06_T00011_W01,N20261006,2026-10-06,T00011,2026-10-07T05:30:00Z,2026-10-07T12:30:00Z,25200,2026-10-07T09:52:30Z,1.01954,1.202386,0.999711,0.998222,R01,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-06_T00012_W01,N20261006,2026-10-06,T00012,2026-10-07T08:00:00Z,2026-10-07T12:30:00Z,16200,2026-10-07T11:37:30Z,1.186278,1.377279,0.999175,0.996729,R01,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-06_T00013_W01,N20261006,2026-10-06,T00013,2026-10-07T06:15:00Z,2026-10-07T12:30:00Z,22500,2026-10-07T10:07:30Z,1.111388,1.298313,0.99966,0.998132,R01,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-06_T00014_W01,N20261006,2026-10-06,T00014,2026-10-07T06:00:00Z,2026-10-07T12:30:00Z,23400,2026-10-07T10:07:30Z,1.085556,1.265747,0.999697,0.998267,R01,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-06_T00015_W01,N20261006,2026-10-06,T00015,2026-10-07T06:45:00Z,2026-10-07T12:30:00Z,20700,2026-10-07T11:22:30Z,1.006344,1.20794,0.999379,0.996857,R01,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-06_T00016_W01,N20261006,2026-10-06,T00016,2026-10-07T06:00:00Z,2026-10-07T12:30:00Z,23400,2026-10-07T11:22:30Z,1.074763,1.289116,0.999409,0.996617,R01,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-06_T00017_W01,N20261006,2026-10-06,T00017,2026-10-07T09:15:00Z,2026-10-07T12:30:00Z,11700,2026-10-07T12:22:30Z,1.075591,1.391095,0.997013,0.991459,R02,REQUIRED,1200,2026-10-12T12:30:00Z
2026-10-06_T00018_W01,N20261006,2026-10-06,T00018,2026-10-07T10:15:00Z,2026-10-07T12:30:00Z,8100,2026-10-07T12:22:30Z,1.25754,1.48832,0.99599,0.992049,R02,REQUIRED,1200,2026-10-12T12:30:00Z
2026-10-06_T00019_W01,N20261006,2026-10-06,T00019,2026-10-07T10:00:00Z,2026-10-07T12:30:00Z,9000,2026-10-07T12:22:30Z,1.158,1.420023,0.995751,0.99065,R02,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-06_T00020_W01,N20261006,2026-10-06,T00020,2026-10-07T08:00:00Z,2026-10-07T12:30:00Z,16200,2026-10-07T12:22:30Z,1.0162,1.308794,0.998537,0.994208,R02,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-06_T00021_W01,N20261006,2026-10-06,T00021,2026-10-07T08:15:00Z,2026-10-07T12:30:00Z,15300,2026-10-07T12:22:30Z,1.028018,1.329582,0.998316,0.993703,R02,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-06_T00022_W01,N20261006,2026-10-06,T00022,2026-10-07T09:15:00Z,2026-10-07T12:30:00Z,11700,2026-10-07T12:22:30Z,1.067334,1.365134,0.997093,0.991689,R02,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-06_T00023_W01,N20261006,2026-10-06,T00023,2026-10-07T08:30:00Z,2026-10-07T12:30:00Z,14400,2026-10-07T12:22:30Z,1.065173,1.333378,0.998468,0.994606,R02,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-06_T00024_W01,N20261006,2026-10-06,T00024,2026-10-07T09:30:00Z,2026-10-07T12:30:00Z,10800,2026-10-07T12:22:30Z,1.179176,1.479125,0.99692,0.991857,R02,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-06_T00026_W01,N20261006,2026-10-06,T00026,2026-10-07T11:30:00Z,2026-10-07T12:30:00Z,3600,2026-10-07T12:22:30Z,1.512708,1.691502,0.984419,0.981096,R03,REQUIRED,1200,2026-10-12T12:30:00Z
2026-10-06_T00029_W01,N20261006,2026-10-06,T00029,2026-10-07T11:45:00Z,2026-10-07T12:30:00Z,2700,2026-10-07T12:22:30Z,1.63566,1.774043,0.982161,0.979822,R03,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-06_T00030_W01,N20261006,2026-10-06,T00030,2026-10-07T12:15:00Z,2026-10-07T12:30:00Z,900,2026-10-07T12:22:30Z,1.911357,1.911357,0.992544,0.992544,R03,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-06_T00032_W01,N20261006,2026-10-06,T00032,2026-10-07T11:30:00Z,2026-10-07T12:30:00Z,3600,2026-10-07T12:22:30Z,1.557712,1.73919,0.987285,0.984544,R03,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-06_T00041_W01,N20261006,2026-10-06,T00041,2026-10-07T02:00:00Z,2026-10-07T02:45:00Z,2700,2026-10-07T02:07:30Z,1.686745,1.825179,1.0,1.0,R05,REQUIRED,450,2026-10-11T12:30:00Z
2026-10-06_T00042_W01,N20261006,2026-10-06,T00042,2026-10-07T02:00:00Z,2026-10-07T03:30:00Z,5400,2026-10-07T02:07:30Z,1.346916,1.573958,1.0,1.0,R05,REQUIRED,900,2026-10-12T12:30:00Z
2026-10-06_T00043_W01,N20261006,2026-10-06,T00043,2026-10-07T02:00:00Z,2026-10-07T05:00:00Z,10800,2026-10-07T02:07:30Z,1.123141,1.43245,1.0,1.0,R05,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-06_T00044_W01,N20261006,2026-10-06,T00044,2026-10-07T02:00:00Z,2026-10-07T04:30:00Z,9000,2026-10-07T02:07:30Z,1.160058,1.464883,1.0,1.0,R05,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-06_T00045_W01,N20261006,2026-10-06,T00045,2026-10-07T02:00:00Z,2026-10-07T04:15:00Z,8100,2026-10-07T02:07:30Z,1.306764,1.577585,1.0,1.0,R05,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-06_T00046_W01,N20261006,2026-10-06,T00046,2026-10-07T02:00:00Z,2026-10-07T02:30:00Z,1800,2026-10-07T02:07:30Z,1.785087,1.865188,1.0,1.0,R05,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-06_T00047_W01,N20261006,2026-10-06,T00047,2026-10-07T02:00:00Z,2026-10-07T03:30:00Z,5400,2026-10-07T02:07:30Z,1.358184,1.57776,1.0,1.0,R05,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-06_T00048_W01,N20261006,2026-10-06,T00048,2026-10-07T02:00:00Z,2026-10-07T04:15:00Z,8100,2026-10-07T02:07:30Z,1.310162,1.559351,1.0,1.0,R05,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-06_T00049_W01,N20261006,2026-10-06,T00049,2026-10-07T02:00:00Z,2026-10-07T06:30:00Z,16200,2026-10-07T02:22:30Z,1.040761,1.262346,1.0,1.0,R06,REQUIRED,900,2026-10-11T12:30:00Z
2026-10-06_T00050_W01,N20261006,2026-10-06,T00050,2026-10-07T02:00:00Z,2026-10-07T04:30:00Z,9000,2026-10-07T02:07:30Z,1.256172,1.477131,1.0,1.0,R06,REQUIRED,600,2026-10-12T12:30:00Z
2026-10-06_T00051_W01,N20261006,2026-10-06,T00051,2026-10-07T02:00:00Z,2026-10-07T07:00:00Z,18000,2026-10-07T02:07:30Z,1.028426,1.286968,1.0,1.0,R06,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-06_T00052_W01,N20261006,2026-10-06,T00052,2026-10-07T02:00:00Z,2026-10-07T04:45:00Z,9900,2026-10-07T02:07:30Z,1.168889,1.465322,1.0,1.0,R06,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-06_T00053_W01,N20261006,2026-10-06,T00053,2026-10-07T02:00:00Z,2026-10-07T06:00:00Z,14400,2026-10-07T02:07:30Z,1.035259,1.338362,1.0,1.0,R06,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-06_T00054_W01,N20261006,2026-10-06,T00054,2026-10-07T02:00:00Z,2026-10-07T06:30:00Z,16200,2026-10-07T02:07:30Z,1.019404,1.29912,1.0,1.0,R06,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-06_T00055_W01,N20261006,2026-10-06,T00055,2026-10-07T02:00:00Z,2026-10-07T06:45:00Z,17100,2026-10-07T03:07:30Z,1.131949,1.308454,1.0,1.0,R06,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-06_T00056_W01,N20261006,2026-10-06,T00056,2026-10-07T02:00:00Z,2026-10-07T06:30:00Z,16200,2026-10-07T02:22:30Z,1.062263,1.295417,1.0,1.0,R06,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-06_T00057_W01,N20261006,2026-10-06,T00057,2026-10-07T02:00:00Z,2026-10-07T09:15:00Z,26100,2026-10-07T05:07:30Z,1.063924,1.262379,1.0,1.0,R07,REQUIRED,1350,2026-10-11T12:30:00Z
2026-10-06_T00058_W01,N20261006,2026-10-06,T00058,2026-10-07T02:00:00Z,2026-10-07T09:45:00Z,27900,2026-10-07T05:22:30Z,1.036989,1.241146,1.0,1.0,R07,REQUIRED,1200,2026-10-12T12:30:00Z
2026-10-06_T00059_W01,N20261006,2026-10-06,T00059,2026-10-07T02:00:00Z,2026-10-07T09:15:00Z,26100,2026-10-07T05:07:30Z,1.06161,1.261864,1.0,1.0,R07,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-06_T00060_W01,N20261006,2026-10-06,T00060,2026-10-07T02:00:00Z,2026-10-07T08:15:00Z,22500,2026-10-07T04:37:30Z,1.219484,1.402351,1.0,1.0,R07,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-06_T00061_W01,N20261006,2026-10-06,T00061,2026-10-07T02:00:00Z,2026-10-07T08:45:00Z,24300,2026-10-07T04:22:30Z,1.027069,1.203859,1.0,1.0,R07,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-06_T00062_W01,N20261006,2026-10-06,T00062,2026-10-07T02:00:00Z,2026-10-07T10:30:00Z,30600,2026-10-07T06:07:30Z,1.036165,1.281866,1.0,1.0,R07,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-06_T00063_W01,N20261006,2026-10-06,T00063,2026-10-07T02:00:00Z,2026-10-07T08:15:00Z,22500,2026-10-07T03:52:30Z,1.047775,1.248141,1.0,1.0,R07,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-06_T00064_W01,N20261006,2026-10-06,T00064,2026-10-07T02:00:00Z,2026-10-07T09:45:00Z,27900,2026-10-07T05:37:30Z,1.076555,1.298779,1.0,1.0,R07,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-07_T00001_W01,N20261007,2026-10-07,T00001,2026-10-08T03:00:00Z,2026-10-08T12:30:00Z,34200,2026-10-08T08:07:30Z,1.006005,1.241167,0.99999,0.99983,R00,REQUIRED,600,2026-10-12T12:30:00Z
2026-10-07_T00002_W01,N20261007,2026-10-07,T00002,2026-10-08T02:30:00Z,2026-10-08T12:30:00Z,36000,2026-10-08T07:37:30Z,1.031543,1.266084,0.999989,0.999814,R00,REQUIRED,900,2026-10-12T12:30:00Z
2026-10-07_T00003_W01,N20261007,2026-10-07,T00003,2026-10-08T02:45:00Z,2026-10-08T11:30:00Z,31500,2026-10-08T07:07:30Z,1.020759,1.268278,1.0,1.0,R00,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00004_W01,N20261007,2026-10-07,T00004,2026-10-08T02:45:00Z,2026-10-08T11:00:00Z,29700,2026-10-08T06:52:30Z,1.065855,1.316031,1.0,1.0,R00,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-07_T00005_W01,N20261007,2026-10-07,T00005,2026-10-08T03:45:00Z,2026-10-08T12:30:00Z,31500,2026-10-08T08:52:30Z,1.032503,1.220562,0.999984,0.999759,R00,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-07_T00006_W01,N20261007,2026-10-07,T00006,2026-10-08T03:00:00Z,2026-10-08T10:45:00Z,27900,2026-10-08T06:52:30Z,1.115238,1.356534,1.0,1.0,R00,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-07_T00007_W01,N20261007,2026-10-07,T00007,2026-10-08T04:30:00Z,2026-10-08T12:30:00Z,28800,2026-10-08T08:37:30Z,1.036483,1.248283,0.999989,0.999843,R00,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-07_T00008_W01,N20261007,2026-10-07,T00008,2026-10-08T04:00:00Z,2026-10-08T12:00:00Z,28800,2026-10-08T07:52:30Z,1.098183,1.349294,0.999998,0.999954,R00,FLEXIBLE,1350,2026-10-12T12:30:00Z
