target_id,tile_id,target_class,feature_flux,redshift,science_weight
TG00000098,T00001,ELG,0.29151098,1.719160,1.0000
TG00000099,T00001,ELG,0.72742326,1.382496,1.0000
TG00000100,T00001,ELG,0.32029390,0.977253,1.0000
TG00000101,T00001,ELG,0.53804156,1.374703,1.0000
TG00000102,T00001,ELG,0.51048841,1.135536,1.0000
TG00000103,T00001,ELG,0.93720715,1.797329,1.0000
TG00000104,T00001,ELG,0.58068469,1.251391,1.0000
TG00000105,T00001,ELG,0.51221901,1.367528,1.0000
TG00000106,T00001,ELG,0.52217173,0.822207,1.0000
TG00000107,T00001,ELG,0.46552774,0.994162,1.0000
TG00000108,T00001,ELG,0.40345276,0.586204,1.0000
TG00000109,T00001,ELG,0.37873806,1.059645,1.0000
TG00000110,T00001,ELG,1.09637394,0.851223,1.0000
TG00000111,T00001,ELG,0.80938438,1.320082,1.0000
TG00000112,T00001,ELG,0.50246491,0.374014,1.0000
TG00000113,T00001,ELG,0.56604003,0.654847,1.0000
TG00000114,T00001,ELG,0.65083834,1.181308,1.0000
TG00000115,T00001,ELG,0.43818361,1.137193,1.0000
TG00000116,T00001,ELG,0.29211035,1.155897,1.0000
TG00000117,T00001,ELG,1.18078922,1.243219,1.0000
TG00000118,T00001,ELG,0.65145504,0.931696,1.0000
TG00000119,T00001,ELG,0.34573954,1.050127,1.0000
TG00000120,T00001,ELG,0.70643458,0.829618,1.0000
TG00000121,T00001,ELG,0.74412216,0.693720,1.0000
TG00000122,T00001,ELG,0.42762457,0.769854,1.0000
TG00000123,T00001,ELG,0.49164610,0.894249,1.0000
TG00000124,T00001,ELG,0.61372636,0.830684,1.0000
TG00000125,T00001,ELG,0.61797851,1.474995,1.0000
TG00000126,T00001,ELG,0.63208897,0.645054,1.0000
TG00000127,T00001,ELG,0.24171151,1.154529,1.0000
TG00000128,T00001,ELG,0.58988546,1.245041,1.0000
TG00000129,T00001,ELG,0.27191109,0.740328,1.0000
TG00000130,T00001,ELG,0.56990296,1.696649,1.0000
TG00000131,T00001,ELG,0.61908691,1.229839,1.0000
TG00000132,T00001,ELG,0.55267754,1.314786,1.0000
TG00000133,T00001,ELG,1.10016539,1.319924,1.0000
TG00000134,T00001,ELG,0.28535476,1.373391,1.0000
TG00000135,T00001,ELG,0.88156098,1.223171,1.0000
TG00000136,T00001,ELG,0.53658246,1.029348,1.0000
TG00000137,T00001,ELG,0.44384504,0.854043,1.0000
TG00000138,T00001,ELG,0.64985686,0.854839,1.0000
TG00000139,T00001,ELG,0.43117572,1.445214,1.0000
TG00000140,T00001,ELG,0.52193591,1.383801,1.0000
TG00000141,T00001,ELG,0.65692752,1.207600,1.0000
TG00000142,T00001,ELG,1.95355259,1.231555,1.0000
TG00000143,T00001,ELG,0.49990632,1.058904,1.0000
TG00000144,T00001,ELG,0.30024893,0.668250,1.0000
TG00000145,T00001,ELG,0.24888899,1.352111,1.0000
TG00000146,T00001,ELG,0.37057946,0.819921,1.0000
TG00000147,T00001,ELG,0.82204044,1.237114,1.0000
TG00000148,T00001,ELG,0.32726781,1.128174,1.0000
TG00000149,T00001,ELG,0.82720009,0.583705,1.0000
TG00000150,T00001,ELG,0.75009690,1.172952,1.0000
TG00000151,T00001,ELG,0.24261919,1.086799,1.0000
TG00000152,T00001,ELG,0.62107783,1.144810,1.0000
TG00000153,T00001,ELG,0.47288570,1.269977,1.0000
TG00000154,T00001,ELG,0.51113837,1.361813,1.0000
TG00000155,T00001,ELG,0.77678772,0.767595,1.0000
TG00000156,T00001,ELG,2.18200467,0.820151,1.0000
TG00000157,T00001,ELG,1.21745531,0.735754,1.0000
TG00000158,T00001,ELG,0.71484239,1.058127,1.0000
TG00000159,T00001,ELG,0.75280430,0.816906,1.0000
TG00000160,T00001,ELG,0.55554810,0.975242,1.0000
TG00000161,T00001,ELG,0.39114381,1.053325,1.0000
TG00000162,T00001,ELG,0.46684643,0.808554,1.0000
TG00000163,T00001,ELG,0.36330599,1.260165,1.0000
TG00000164,T00001,ELG,1.27839288,0.953635,1.0000
TG00000165,T00001,ELG,0.76008031,1.423455,1.0000
TG00000166,T00001,ELG,1.09670968,0.997799,1.0000
TG00000167,T00001,ELG,0.85949758,0.963408,1.0000
TG00000168,T00001,ELG,0.74824276,1.344621,1.0000
TG00000169,T00001,ELG,0.80735967,1.056963,1.0000
TG00000170,T00001,ELG,0.37198979,1.614564,1.0000
TG00000171,T00001,ELG,0.51232548,1.062200,1.0000
TG00000172,T00001,ELG,0.33949563,0.552050,1.0000
TG00000173,T00001,ELG,0.34459934,1.089406,1.0000
TG00000174,T00001,QSO,0.28964487,1.679333,1.7000
TG00000175,T00001,QSO,0.09651435,2.133488,1.7000
TG00000176,T00001,QSO,0.24780659,2.299471,1.7000
TG00000177,T00001,QSO,0.16820790,4.085334,1.7000
TG00000178,T00001,QSO,0.17875256,2.271010,1.7000
TG00000179,T00001,QSO,0.20659678,1.931729,1.7000
TG00000180,T00001,QSO,0.11580888,2.513883,1.7000
TG00000181,T00001,QSO,0.17855144,2.069619,1.7000
TG00000182,T00001,QSO,0.19606571,1.587152,1.7000
TG00000183,T00001,QSO,0.18099534,0.853358,1.7000
TG00000184,T00001,QSO,0.12252173,1.819918,1.7000
TG00000185,T00001,QSO,0.17636665,2.956069,1.7000
TG00000186,T00001,QSO,0.10042901,3.049859,1.7000
TG00000187,T00001,QSO,0.08730743,2.661295,1.7000
TG00000188,T00001,QSO,0.74049544,3.424129,1.7000
TG00000189,T00001,QSO,0.04006141,2.113511,1.7000
TG00000190,T00001,QSO,0.14152249,3.328603,1.7000
TG00000191,T00001,BGS,1.28259817,0.153259,0.4500
TG00000192,T00001,BGS,1.15245967,0.167418,0.4500
TG00000193,T00001,BGS,1.71481975,0.167522,0.4500
TG00000194,T00001,BGS,1.25541974,0.319422,0.4500
TG00000195,T00001,BGS,1.24678676,0.124617,0.4500
TG00000196,T00001,BGS,1.37870828,0.214955,0.4500
TG00000197,T00001,BGS,1.26339440,0.177879,0.4500
TG00000198,T00001,BGS,1.17347709,0.266416,0.4500
TG00000199,T00001,BGS,1.33972894,0.257346,0.4500
TG00000200,T00001,BGS,1.47864451,0.207035,0.4500
TG00000201,T00001,BGS,1.44669158,0.223790,0.4500
TG00000202,T00001,BGS,1.37111515,0.157003,0.4500
TG00000203,T00001,BGS,1.19885521,0.241186,0.4500
TG00000204,T00001,BGS,0.88839866,0.295933,0.4500
TG00000205,T00001,BGS,0.75781056,0.212949,0.4500
TG00000206,T00001,BGS,1.74908517,0.331503,0.4500
TG00000207,T00001,BGS,1.34050396,0.148389,0.4500
TG00000208,T00001,BGS,0.68905337,0.203629,0.4500
TG00000209,T00001,BGS,1.97952411,0.082355,0.4500
TG00000210,T00001,BGS,2.13592385,0.190048,0.4500
TG00000211,T00001,BGS,1.70184022,0.287583,0.4500
TG00000212,T00001,BGS,1.85389814,0.157620,0.4500
TG00000213,T00001,BGS,1.34358715,0.216989,0.4500
TG00000214,T00001,BGS,1.77149126,0.416797,0.4500
TG00000215,T00001,BGS,0.82252807,0.162100,0.4500
TG00000216,T00001,BGS,1.72703271,0.183917,0.4500
TG00000217,T00001,BGS,1.31683903,0.307960,0.4500
TG00000218,T00001,BGS,1.87828693,0.051275,0.4500
TG00000219,T00001,BGS,1.41982448,0.256641,0.4500
TG00000220,T00001,BGS,1.13243402,0.214567,0.4500
TG00000221,T00001,BGS,1.35595512,0.258159,0.4500
TG00000222,T00001,BGS,0.60451138,0.270188,0.4500
TG00000223,T00001,BGS,1.06021309,0.198270,0.4500
TG00000224,T00001,BGS,0.87572141,0.230608,0.4500
TG00000225,T00001,BGS,1.27046477,0.255974,0.4500
TG00000226,T00001,BGS,1.31754609,0.228416,0.4500
TG00000227,T00001,BGS,1.07813737,0.165288,0.4500
TG00000228,T00001,BGS,1.11359564,0.307979,0.4500
TG00000229,T00001,BGS,1.89412356,0.168023,0.4500
TG00000230,T00001,BGS,1.06074304,0.077694,0.4500
TG00000231,T00001,BGS,1.16055191,0.225235,0.4500
TG00000232,T00001,BGS,0.97461023,0.276843,0.4500
TG00000233,T00001,BGS,1.30015365,0.377061,0.4500
TG00000234,T00001,BGS,1.36495504,0.297755,0.4500
TG00000235,T00001,BGS,0.99461351,0.316405,0.4500
TG00000236,T00001,BGS,1.17814070,0.314374,0.4500
TG00000237,T00001,BGS,0.98077261,0.272192,0.4500
TG00000238,T00001,BGS,0.90489678,0.286541,0.4500
TG00000239,T00001,BGS,1.39568833,0.106915,0.4500
TG00000240,T00001,BGS,1.42025939,0.079101,0.4500
TG00000241,T00001,BGS,1.02203062,0.298343,0.4500
TG00000242,T00001,BGS,1.06286420,0.231626,0.4500
TG00000243,T00001,BGS,1.10848632,0.242201,0.4500
TG00000244,T00001,BGS,1.78201187,0.241684,0.4500
TG00000245,T00001,BGS,0.73714649,0.235558,0.4500
TG00000246,T00001,BGS,1.56236521,0.331294,0.4500
TG00000247,T00001,BGS,1.02479973,0.170793,0.4500
TG00000248,T00001,BGS,1.35986469,0.368175,0.4500
TG00000249,T00001,BGS,2.07816641,0.263863,0.4500
TG00000250,T00001,BGS,1.02492081,0.125163,0.4500
TG00000251,T00001,BGS,2.03300856,0.167180,0.4500
TG00000252,T00001,BGS,1.06542603,0.347487,0.4500
TG00000253,T00001,BGS,1.47313709,0.280552,0.4500
TG00000254,T00001,BGS,1.33320765,0.368352,0.4500
TG00000255,T00001,BGS,1.56999131,0.202765,0.4500
TG00000256,T00001,BGS,0.92354149,0.286813,0.4500
TG00000257,T00001,BGS,0.96670427,0.210179,0.4500
TG00000258,T00001,BGS,1.83699086,0.033652,0.4500
TG00000259,T00001,BGS,1.27433809,0.333165,0.4500
TG00000260,T00001,BGS,1.20448422,0.062620,0.4500
TG00000261,T00001,BGS,1.54732214,0.173574,0.4500
TG00000262,T00001,BGS,1.40785602,0.205439,0.4500
TG00000263,T00002,LRG,0.41407065,0.835042,1.0000
TG00000264,T00002,LRG,0.41549895,0.528304,1.0000
TG00000265,T00002,LRG,0.43207799,0.489155,1.0000
TG00000266,T00002,LRG,0.48613438,0.666568,1.0000
TG00000267,T00002,LRG,0.43817496,0.986194,1.0000
TG00000268,T00002,LRG,0.30331788,0.664831,1.0000
TG00000269,T00002,LRG,0.35974343,0.739629,1.0000
TG00000270,T00002,LRG,0.23413042,0.497851,1.0000
TG00000271,T00002,LRG,0.21166679,0.471210,1.0000
TG00000272,T00002,LRG,0.25578932,0.652261,1.0000
TG00000273,T00002,LRG,0.32991794,0.445579,1.0000
TG00000274,T00002,LRG,0.44818556,0.846537,1.0000
TG00000275,T00002,LRG,0.24019216,0.781979,1.0000
TG00000276,T00002,LRG,0.33543454,0.808687,1.0000
TG00000277,T00002,LRG,0.33383991,0.556306,1.0000
TG00000278,T00002,LRG,0.28445127,0.991278,1.0000
TG00000279,T00002,LRG,0.20534463,0.673247,1.0000
TG00000280,T00002,LRG,0.39392053,0.462270,1.0000
TG00000281,T00002,LRG,0.40492514,0.573774,1.0000
TG00000282,T00002,LRG,0.22027892,0.820015,1.0000
TG00000283,T00002,LRG,0.42600231,0.756812,1.0000
TG00000284,T00002,LRG,0.33456725,0.737325,1.0000
TG00000285,T00002,LRG,0.41519020,0.713336,1.0000
TG00000286,T00002,LRG,0.42912137,0.515342,1.0000
TG00000287,T00002,LRG,0.37757876,0.885193,1.0000
TG00000288,T00002,LRG,0.28673148,0.720288,1.0000
TG00000289,T00002,LRG,0.26925214,0.997314,1.0000
TG00000290,T00002,LRG,0.44959747,0.736270,1.0000
TG00000291,T00002,LRG,0.58588869,0.395238,1.0000
TG00000292,T00002,LRG,0.32656306,0.529252,1.0000
TG00000293,T00002,LRG,0.39245614,0.781351,1.0000
TG00000294,T00002,LRG,0.48053274,0.520219,1.0000
TG00000295,T00002,LRG,0.47985068,0.614844,1.0000
TG00000296,T00002,LRG,0.87760388,0.989285,1.0000
TG00000297,T00002,LRG,0.25554437,0.729269,1.0000
TG00000298,T00002,LRG,0.30638292,0.654757,1.0000
TG00000299,T00002,LRG,0.26696912,0.348849,1.0000
TG00000300,T00002,LRG,0.60084428,0.070221,1.0000
TG00000301,T00002,LRG,0.40272626,0.419087,1.0000
TG00000302,T00002,LRG,0.23462209,0.584589,1.0000
TG00000303,T00002,LRG,0.31468352,0.719038,1.0000
TG00000304,T00002,LRG,0.20943978,1.176053,1.0000
TG00000305,T00002,LRG,0.35386955,0.584957,1.0000
TG00000306,T00002,LRG,0.24710518,0.734568,1.0000
TG00000307,T00002,LRG,0.30709948,0.577104,1.0000
TG00000308,T00002,LRG,0.21562050,0.741526,1.0000
TG00000309,T00002,LRG,0.49854468,0.586208,1.0000
TG00000310,T00002,LRG,0.34290618,0.553316,1.0000
TG00000311,T00002,LRG,0.27915889,0.705995,1.0000
TG00000312,T00002,LRG,0.46346610,0.553107,1.0000
TG00000313,T00002,LRG,0.28835850,0.879253,1.0000
TG00000314,T00002,LRG,0.25325599,0.943741,1.0000
TG00000315,T00002,LRG,0.56079453,0.652692,1.0000
TG00000316,T00002,LRG,0.31089261,0.854750,1.0000
TG00000317,T00002,LRG,0.41147158,0.731787,1.0000
TG00000318,T00002,LRG,0.34235815,0.842358,1.0000
TG00000319,T00002,LRG,0.28709874,0.834194,1.0000
TG00000320,T00002,LRG,0.22870763,0.877112,1.0000
TG00000321,T00002,LRG,0.31143356,1.051495,1.0000
TG00000322,T00002,LRG,0.67208179,1.022978,1.0000
TG00000323,T00002,LRG,0.34614062,0.475739,1.0000
TG00000324,T00002,LRG,0.28819310,0.631378,1.0000
TG00000325,T00002,LRG,0.55651914,0.510739,1.0000
TG00000326,T00002,LRG,0.54097874,0.419916,1.0000
TG00000327,T00002,LRG,0.27431126,0.560157,1.0000
TG00000328,T00002,LRG,0.19555114,1.148799,1.0000
TG00000329,T00002,LRG,0.13186839,0.599723,1.0000
TG00000330,T00002,LRG,0.32001513,0.792450,1.0000
TG00000331,T00002,LRG,0.17110163,0.751341,1.0000
TG00000332,T00002,LRG,0.38918067,0.569920,1.0000
TG00000333,T00002,ELG,0.41464213,0.438812,1.0000
TG00000334,T00002,ELG,0.73226795,1.007744,1.0000
TG00000335,T00002,ELG,0.58139668,1.355117,1.0000
TG00000336,T00002,ELG,0.75912191,0.879033,1.0000
TG00000337,T00002,ELG,0.37240469,1.364627,1.0000
TG00000338,T00002,ELG,0.87667411,0.973578,1.0000
TG00000339,T00002,ELG,0.51149827,0.626602,1.0000
TG00000340,T00002,ELG,0.77490612,0.843618,1.0000
TG00000341,T00002,ELG,0.50682701,1.325511,1.0000
TG00000342,T00002,ELG,0.39815896,1.289569,1.0000
TG00000343,T00002,ELG,0.46896169,1.123945,1.0000
TG00000344,T00002,ELG,0.33752458,0.980802,1.0000
TG00000345,T00002,ELG,0.43257614,1.100329,1.0000
TG00000346,T00002,ELG,0.90158908,1.302833,1.0000
TG00000347,T00002,ELG,0.42680093,0.941405,1.0000
TG00000348,T00002,ELG,0.92243581,0.913489,1.0000
TG00000349,T00002,ELG,0.76825640,0.696077,1.0000
TG00000350,T00002,ELG,0.66845406,0.893941,1.0000
TG00000351,T00002,ELG,0.59116206,1.540813,1.0000
TG00000352,T00002,ELG,1.63541448,0.855344,1.0000
TG00000353,T00002,ELG,0.66406451,1.615037,1.0000
TG00000354,T00002,ELG,0.65807218,1.139338,1.0000
TG00000355,T00002,ELG,0.39896048,1.005844,1.0000
TG00000356,T00002,ELG,0.30013799,1.202381,1.0000
TG00000357,T00002,ELG,0.34555809,0.971384,1.0000
TG00000358,T00002,ELG,0.74145818,1.423737,1.0000
TG00000359,T00002,ELG,0.35143920,0.714224,1.0000
TG00000360,T00002,ELG,0.45691810,0.970653,1.0000
TG00000361,T00002,ELG,0.62266635,1.598389,1.0000
TG00000362,T00002,ELG,0.93314151,1.336483,1.0000
TG00000363,T00002,ELG,0.22523203,0.799540,1.0000
TG00000364,T00002,ELG,0.31143621,1.234302,1.0000
TG00000365,T00002,ELG,0.64057098,1.830933,1.0000
TG00000366,T00002,ELG,0.34491368,1.077675,1.0000
TG00000367,T00002,ELG,1.25658850,1.329974,1.0000
TG00000368,T00002,ELG,0.72922152,1.053989,1.0000
TG00000369,T00002,ELG,0.57673526,1.148161,1.0000
TG00000370,T00002,ELG,0.40766878,0.786910,1.0000
TG00000371,T00002,ELG,0.84295991,1.213665,1.0000
TG00000372,T00002,ELG,0.34181177,1.538071,1.0000
TG00000373,T00002,ELG,0.79670380,1.490228,1.0000
TG00000374,T00002,ELG,0.40721227,1.808270,1.0000
TG00000375,T00002,ELG,0.37647109,1.324310,1.0000
TG00000376,T00002,ELG,0.57396655,1.041227,1.0000
TG00000377,T00002,ELG,0.28006722,1.093718,1.0000
TG00000378,T00002,ELG,0.81029791,1.698882,1.0000
TG00000379,T00002,ELG,0.30033351,1.202872,1.0000
TG00000380,T00002,ELG,0.67280310,1.092863,1.0000
TG00000381,T00002,ELG,0.45316233,1.165682,1.0000
TG00000382,T00002,ELG,0.44371581,1.063966,1.0000
TG00000383,T00002,ELG,0.58862094,0.456356,1.0000
TG00000384,T00002,ELG,0.37109031,1.053384,1.0000
TG00000385,T00002,ELG,1.09002224,0.592539,1.0000
TG00000386,T00002,ELG,0.48193718,1.460888,1.0000
TG00000387,T00002,ELG,0.78240030,1.279404,1.0000
TG00000388,T00002,ELG,0.90454991,1.121781,1.0000
TG00000389,T00002,ELG,1.18841067,0.950777,1.0000
TG00000390,T00002,ELG,0.35569573,1.166345,1.0000
TG00000391,T00002,ELG,0.54153553,1.182622,1.0000
TG00000392,T00002,ELG,0.67660580,1.107548,1.0000
TG00000393,T00002,ELG,0.80727536,1.016380,1.0000
TG00000394,T00002,ELG,0.27373626,1.473685,1.0000
TG00000395,T00002,ELG,0.55003611,1.067661,1.0000
TG00000396,T00002,ELG,0.44002706,0.694395,1.0000
TG00000397,T00002,ELG,0.41291526,0.909542,1.0000
TG00000398,T00002,ELG,0.42856297,0.522104,1.0000
TG00000399,T00002,ELG,0.74498176,0.880830,1.0000
TG00000400,T00002,ELG,0.33454702,1.191980,1.0000
TG00000401,T00002,ELG,0.96368551,0.853457,1.0000
TG00000402,T00002,ELG,1.03489829,0.639921,1.0000
TG00000403,T00002,ELG,0.30181507,0.552924,1.0000
TG00000404,T00002,ELG,0.63617776,0.814649,1.0000
TG00000405,T00002,ELG,0.52125576,1.074123,1.0000
TG00000406,T00002,ELG,0.46491486,1.420714,1.0000
TG00000407,T00002,ELG,0.59166581,1.141151,1.0000
TG00000408,T00002,ELG,0.33218295,1.091833,1.0000
TG00000409,T00002,ELG,0.72723924,1.326684,1.0000
TG00000410,T00002,ELG,0.51531963,0.816444,1.0000
TG00000411,T00002,ELG,0.98504288,1.583175,1.0000
TG00000412,T00002,ELG,0.45794290,1.053820,1.0000
TG00000413,T00002,ELG,0.29717575,0.667395,1.0000
TG00000414,T00002,ELG,0.67826750,1.013695,1.0000
TG00000415,T00002,ELG,0.39403681,1.481160,1.0000
TG00000416,T00002,ELG,0.60432010,1.239947,1.0000
TG00000417,T00002,ELG,0.80297987,0.835129,1.0000
TG00000418,T00002,ELG,0.58449818,1.497479,1.0000
TG00000419,T00002,ELG,0.43097237,0.870734,1.0000
TG00000420,T00002,ELG,0.30084626,1.115482,1.0000
TG00000421,T00002,ELG,0.95884060,1.277878,1.0000
TG00000422,T00002,ELG,0.61678467,0.892436,1.0000
TG00000423,T00002,ELG,0.47084486,1.070414,1.0000
TG00000424,T00002,ELG,0.54424884,1.102255,1.0000
TG00000425,T00002,ELG,0.42425213,0.608463,1.0000
TG00000426,T00002,ELG,0.41138523,0.672935,1.0000
TG00000427,T00002,ELG,0.70689644,1.434186,1.0000
TG00000428,T00002,ELG,0.49255199,0.869671,1.0000
TG00000429,T00002,ELG,1.17801476,1.002425,1.0000
TG00000430,T00002,ELG,0.21669585,1.068760,1.0000
TG00000431,T00002,ELG,0.68085980,1.081318,1.0000
TG00000432,T00002,ELG,1.23343630,1.435938,1.0000
TG00000433,T00002,ELG,0.85022099,0.823440,1.0000
TG00000434,T00002,ELG,0.51182366,1.333312,1.0000
TG00000435,T00002,QSO,0.17624908,1.402998,1.7000
TG00000436,T00002,QSO,0.36995451,2.578635,1.7000
TG00000437,T00002,QSO,0.97540313,2.424293,1.7000
TG00000438,T00002,QSO,0.31227444,1.843176,1.7000
TG00000439,T00002,QSO,0.20909524,3.133707,1.7000
TG00000440,T00002,QSO,0.14890464,2.543769,1.7000
TG00000441,T00002,QSO,0.29833214,2.061773,1.7000
TG00000442,T00002,QSO,0.16120066,2.793547,1.7000
TG00000443,T00002,QSO,0.21740545,2.779849,1.7000
TG00000444,T00002,QSO,0.22071183,2.326657,1.7000
TG00000445,T00002,QSO,0.08491245,1.308151,1.7000
TG00000446,T00002,QSO,0.20143383,0.650584,1.7000
TG00000447,T00002,QSO,0.11693786,2.705325,1.7000
TG00000448,T00002,QSO,0.33159568,3.220486,1.7000
TG00000449,T00002,QSO,0.22938101,3.384742,1.7000
TG00000450,T00002,QSO,0.22820231,2.669543,1.7000
TG00000451,T00002,QSO,0.20630600,1.726299,1.7000
TG00000452,T00002,QSO,0.19745613,2.084626,1.7000
TG00000453,T00002,QSO,0.31842502,2.662651,1.7000
TG00000454,T00002,QSO,0.17560477,3.030428,1.7000
TG00000455,T00002,QSO,0.15059878,2.457357,1.7000
TG00000456,T00002,QSO,0.19147000,2.431358,1.7000
TG00000457,T00002,QSO,0.17512865,0.811720,1.7000
TG00000458,T00002,QSO,0.18102465,2.185948,1.7000
TG00000459,T00002,QSO,0.16572223,1.910353,1.7000
TG00000460,T00002,BGS,1.30237483,0.285765,0.4500
TG00000461,T00002,BGS,1.12540403,0.201583,0.4500
TG00000462,T00002,BGS,1.45073407,0.177234,0.4500
TG00000463,T00002,BGS,1.43901927,0.174864,0.4500
TG00000464,T00002,BGS,1.80325507,0.260149,0.4500
